gene,protein_class,secretome_location,secretome_function,is_secreted,is_plasma,is_membrane,is_intracellular,is_secreted_to_blood,secretion_tier,is_structural_ecm
SNCA,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",Intracellular and membrane,No annotated function,False,True,False,True,False,none,False
SNCAIP,"Disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNCB,"Human disease related genes, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
SNCG,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
SND1,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNED1,"Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,No annotated function,True,False,False,True,True,extended,False
SNF8,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNIP1,"Disease related genes, Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNN,Predicted membrane proteins,,,False,False,True,False,False,none,False
SNORC,"Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,No annotated function,False,False,True,True,False,none,False
SNPH,Predicted membrane proteins,,,False,False,True,False,False,none,False
SNRK,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNRNP200,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNRNP25,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNRNP27,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNRNP35,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNRNP40,"Essential proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SNRNP48,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNRNP70,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNRPA,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNRPA1,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNRPB,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNRPB2,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNRPC,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNRPD1,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNRPD2,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNRPD3,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNRPE,"Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNRPF,"Essential proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
SNRPG,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNRPN,"Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNTA1,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNTB1,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNTB2,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNTG1,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNTG2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNTN,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNU13,"Essential proteins, Predicted intracellular proteins, Ribosomal proteins",,,False,False,False,True,False,none,False
SNUPN,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNURF,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNW1,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNX1,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
SNX10,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SNX11,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX12,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX13,Predicted membrane proteins,,,False,False,True,False,False,none,False
SNX14,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
SNX15,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX16,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX17,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
SNX18,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNX19,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
SNX2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX20,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX21,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX22,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX24,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX25,"Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SNX27,"Plasma proteins, Predicted intracellular proteins, Transporters",,,False,True,False,True,False,none,False
SNX29,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX3,"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,True,False,True,False,none,False
SNX30,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX31,"Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
SNX32,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX33,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX4,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNX5,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX6,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SNX7,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX8,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SNX9,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SOAT1,"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
SOAT2,"Enzymes, Metabolic proteins, Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SOBP,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SOCS1,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SOCS2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SOCS3,"Disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
SOCS4,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SOCS5,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SOCS6,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SOCS7,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SOD1,"Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SOD2,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SOD3,"Enzymes, Metabolic proteins, Plasma proteins, Predicted secreted proteins",Secreted to blood,Enzyme,True,True,False,False,True,core,False
SOGA1,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Other,True,True,False,True,True,core,False
SOGA3,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
SOHLH1,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SOHLH2,"Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
SON,"Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters",,,False,True,False,True,False,none,False
SORBS1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SORBS2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
SORBS3,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
SORCS1,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
SORCS2,"Plasma proteins, Predicted membrane proteins",,,False,True,True,False,False,none,False
