receptor,tumor_type,gtex_tissue,tumor_rank_metric,normal_rank_metric,delta_percentile,panel_background_shift,delta_percentile_bg_corrected,direction_gtex_rank,tumor_median_rsem,normal_median_tpm,passes_tcga_floor_in_type,mapping_quality,max_ligand_availability,in_top_ligand_axis,caveat,n_tcga_adjacent_normals,adjnormal_median_rsem,log2FC_tumor_vs_adjnormal,log2FC_bg_corrected_within_tcga,cliffs_delta,fdr_within_tcga,direction_within_tcga,consensus_direction,direction
ERBB2,TGCT,Testis,91.08,82.16,8.92,0.58,8.34,comparable,1960.38,21.8707,True,fair,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
ERBB3,TGCT,Testis,87.96,45.76,42.2,0.58,41.62,enriched,1484.47,2.7562,True,fair,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
ERBB4,TGCT,Testis,31.54,56.06,-24.51,0.58,-25.09,depleted,17.36,5.0179,False,fair,0.8766,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,depleted (GTEx rank only),depleted
F2R,TGCT,Testis,79.91,72.66,7.25,0.58,6.67,comparable,820.99,11.6571,True,fair,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
F2RL1,TGCT,Testis,83.18,25.53,57.65,0.58,57.07,enriched,1005.7,0.7947,True,fair,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
F2RL2,TGCT,Testis,35.53,7.32,28.21,0.58,27.63,enriched,25.1,0.1206,False,fair,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,enriched (GTEx rank only),enriched
F2RL3,TGCT,Testis,29.59,52.65,-23.06,0.58,-23.64,depleted,13.7,4.1154,False,fair,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,depleted (GTEx rank only),depleted
FGFR1,TGCT,Testis,96.59,86.66,9.93,0.58,9.35,comparable,5843.44,31.3288,True,fair,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
FGFR2,TGCT,Testis,86.73,59.46,27.27,0.58,26.69,enriched,1346.14,5.7932,True,fair,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
FGFR3,TGCT,Testis,95.65,89.99,5.66,0.58,5.08,comparable,4006.85,39.9282,True,fair,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
FGFR4,TGCT,Testis,82.89,73.02,9.86,0.58,9.28,comparable,977.14,12.0818,True,fair,0.2509,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
FLT1,TGCT,Testis,67.08,68.96,-1.89,0.58,-2.47,comparable,349.37,9.3545,True,fair,0.1691,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
FZD1,TGCT,Testis,63.02,49.96,13.05,0.58,12.47,enriched,261.96,3.4567,False,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,enriched (GTEx rank only),enriched
FZD10,TGCT,Testis,62.0,16.9,45.11,0.58,44.53,enriched,252.57,0.4134,False,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,enriched (GTEx rank only),enriched
FZD2,TGCT,Testis,49.67,48.73,0.94,0.58,0.36,comparable,100.09,3.3596,False,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,comparable (GTEx rank only),comparable
FZD3,TGCT,Testis,57.14,58.45,-1.31,0.58,-1.89,comparable,178.66,5.6462,False,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,comparable (GTEx rank only),comparable
FZD4,TGCT,Testis,69.98,73.17,-3.19,0.58,-3.77,comparable,430.83,12.2568,True,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
FZD5,TGCT,Testis,90.86,29.08,61.78,0.58,61.2,enriched,1917.36,1.0094,True,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
FZD6,TGCT,Testis,63.52,64.83,-1.31,0.58,-1.89,comparable,274.9,7.5101,False,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,comparable (GTEx rank only),comparable
FZD7,TGCT,Testis,69.04,57.51,11.53,0.58,10.95,enriched,407.07,5.4345,True,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
FZD8,TGCT,Testis,75.13,61.93,13.2,0.58,12.62,enriched,580.52,6.4318,True,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
FZD9,TGCT,Testis,40.1,71.65,-31.54,0.58,-32.12,depleted,38.24,10.7999,False,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,depleted (GTEx rank only),depleted
HAVCR2,TGCT,Testis,63.96,40.03,23.93,0.58,23.35,enriched,278.92,2.0258,False,fair,0.2753,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,enriched (GTEx rank only),enriched
IGF1R,TGCT,Testis,90.36,79.62,10.73,0.58,10.15,enriched,1849.07,17.5166,True,fair,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
IGF2R,TGCT,Testis,92.97,76.36,16.61,0.58,16.03,enriched,2510.18,14.929,True,fair,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
IL17RB,TGCT,Testis,43.65,70.05,-26.4,0.58,-26.98,depleted,56.44,10.0435,False,fair,0.1853,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,depleted (GTEx rank only),depleted
IL6ST,TGCT,Testis,69.62,81.8,-12.18,0.58,-12.76,depleted,421.59,20.8739,True,fair,0.5246,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,depleted (GTEx rank only),depleted
ITGA4,TGCT,Testis,66.93,16.82,50.11,0.58,49.53,enriched,346.66,0.4099,True,fair,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
ITGA6,TGCT,Testis,93.04,86.0,7.03,0.58,6.45,comparable,2536.95,29.3292,True,fair,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
ITGAV,TGCT,Testis,81.8,76.21,5.58,0.58,5.0,comparable,921.49,14.821,True,fair,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
ITGB1,TGCT,Testis,97.32,87.38,9.93,0.58,9.35,comparable,6934.23,33.2849,True,fair,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
ITGB3,TGCT,Testis,44.74,50.69,-5.95,0.58,-6.53,comparable,62.51,3.5596,False,fair,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,comparable (GTEx rank only),comparable
ITGB4,TGCT,Testis,69.54,51.41,18.13,0.58,17.55,enriched,419.3,3.721,True,fair,0.6095,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
ITGB5,TGCT,Testis,93.26,80.86,12.4,0.58,11.82,enriched,2650.5,19.041,True,fair,1.0492,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
LIFR,TGCT,Testis,73.6,73.89,-0.29,0.58,-0.87,comparable,540.95,13.1087,True,fair,0.5246,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
LRP1,TGCT,Testis,97.03,82.31,14.72,0.58,14.14,enriched,6346.35,22.1512,True,fair,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
LRP5,TGCT,Testis,79.41,66.64,12.76,0.58,12.18,enriched,785.1,8.1959,True,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
LRP6,TGCT,Testis,93.47,65.34,28.14,0.58,27.56,enriched,2850.97,7.7897,True,fair,2.323,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
MERTK,TGCT,Testis,67.59,86.8,-19.22,0.58,-19.8,depleted,365.17,31.7053,True,fair,0.1195,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,depleted (GTEx rank only),depleted
NCL,TGCT,Testis,99.2,98.62,0.58,0.58,0.0,comparable,22621.35,178.92,True,fair,0.8845,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
NPR1,TGCT,Testis,47.64,51.99,-4.35,0.58,-4.93,comparable,85.1,3.8674,False,fair,3.0542,True,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,comparable (GTEx rank only),comparable
NRP1,TGCT,Testis,82.23,49.75,32.49,0.58,31.91,enriched,963.49,3.4376,True,fair,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
NRP2,TGCT,Testis,72.44,33.28,39.16,0.58,38.58,enriched,498.27,1.3025,True,fair,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
NTRK1,TGCT,Testis,27.19,55.47,-28.28,0.58,-28.86,depleted,10.2,4.9049,False,fair,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,depleted (GTEx rank only),depleted
NTRK2,TGCT,Testis,48.66,28.28,20.38,0.58,19.8,enriched,91.7,0.9811,False,fair,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,enriched (GTEx rank only),enriched
NTRK3,TGCT,Testis,56.27,44.96,11.31,0.58,10.73,enriched,172.06,2.5897,False,fair,0.3758,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct; below TCGA expression floor in this tumor type,,,,,,,,enriched (GTEx rank only),enriched
PARD3,TGCT,Testis,84.48,78.03,6.45,0.58,5.87,comparable,1100.59,16.2809,True,fair,0.58,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
PDGFRB,TGCT,Testis,88.54,88.47,0.07,0.58,-0.51,comparable,1536.4,35.3674,True,fair,0.2297,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
PLXNA1,TGCT,Testis,91.44,83.97,7.47,0.58,6.89,comparable,2038.49,25.2942,True,fair,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
PLXNA2,TGCT,Testis,85.13,40.83,44.31,0.58,43.73,enriched,1169.35,2.1068,True,fair,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,enriched (GTEx rank only),enriched
PLXNA3,TGCT,Testis,70.78,71.43,-0.65,0.58,-1.23,comparable,448.26,10.7394,True,fair,0.2718,False,rank-based comparison of TCGA RSEM vs GTEx TPM within a shared 1379-gene panel; not a fold change; mapping fair: GTEx testis is adult spermatogenic tissue; TGCT is germ-cell derived but developmentally distinct,,,,,,,,comparable (GTEx rank only),comparable
